time,price,type,confidence,reason
2020-10-07 14:00:00,10632.03,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-09 10:00:00,10980.3,EXIT_LONG,90,Bearish MACD divergence detected
2020-10-11 14:00:00,11378.72,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.60x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-12 01:00:00,11394.63,EXIT_LONG,90,Bearish MACD divergence detected
2020-10-12 07:00:00,11379.34,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.45x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-13 10:00:00,11516.89,EXIT_LONG,90,Bearish MACD divergence detected
2020-10-14 06:00:00,11421.33,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-10-18 07:00:00,11455.4,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.16)
2020-10-19 11:00:00,11477.0,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.74x average), MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-19 16:00:00,11760.65,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.63)
2020-10-23 11:00:00,12968.96,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.92) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-10-24 10:00:00,12977.09,EXIT_LONG,90,Bearish MACD divergence detected
2020-10-24 10:00:00,12977.09,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-25 00:00:00,13131.67,EXIT_LONG,90,Bearish MACD divergence detected
2020-10-25 15:00:00,12940.74,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.32) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-10-27 18:00:00,13633.93,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.54)
2020-10-29 14:00:00,13427.02,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.71x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-10-31 22:00:00,13866.99,EXIT_LONG,90,Bearish MACD divergence detected
2020-11-01 04:00:00,13677.25,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.49) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-11-01 07:00:00,13792.51,EXIT_LONG,90,Bearish MACD divergence detected
2020-11-01 11:00:00,13696.58,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.59) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-11-04 12:00:00,13824.68,EXIT_LONG,90,Bearish MACD divergence detected
2020-11-07 15:00:00,15337.91,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (27.08) in uptrend, High volume confirmation (2.13x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-11-12 05:00:00,15747.94,EXIT_LONG,90,Bearish MACD divergence detected
2020-11-19 08:00:00,17533.42,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.88) in uptrend, High volume confirmation (1.40x average) (confirmed on 1h/4h)"
2020-11-20 23:00:00,18655.67,EXIT_LONG,90,Bearish MACD divergence detected
2020-11-22 01:00:00,18470.4,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.94x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-11-25 08:00:00,19115.18,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-01 13:00:00,18759.73,ENTER_LONG,80,"Price pulled back to 50 SMA in uptrend, Oversold RSI (32.93) in uptrend, Recent swing low confirmed, High volume confirmation (2.75x average) (confirmed on 1h/4h)"
2020-12-03 07:00:00,19208.11,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-03 07:00:00,19208.11,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-12-03 16:00:00,19354.78,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-04 12:00:00,19026.49,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.36x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2020-12-08 08:00:00,19069.96,EXIT_SHORT,90,Bullish MACD divergence detected
2020-12-10 19:00:00,18403.1,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-12-12 17:00:00,18483.17,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-18 15:00:00,22549.0,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (34.92) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2020-12-18 21:00:00,22880.07,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-19 12:00:00,23041.53,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.39x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-12-20 06:00:00,23506.67,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-27 23:00:00,26281.66,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (27.25) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2020-12-28 01:00:00,27062.0,EXIT_LONG,90,Bearish MACD divergence detected
2020-12-29 19:00:00,26931.62,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2020-12-30 07:00:00,28386.62,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 87.65)
2021-01-01 18:00:00,29072.7,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.72x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-01-01 23:00:00,29331.69,EXIT_LONG,90,Bearish MACD divergence detected
2021-01-15 12:00:00,37770.63,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (36.34) in uptrend, High volume confirmation (1.70x average) (confirmed on 1h/4h)"
2021-01-18 22:00:00,36470.06,EXIT_LONG,90,Bearish MACD divergence detected
2021-01-24 02:00:00,32096.04,ENTER_SHORT,80,"Price pulled back to 50 SMA in downtrend, Overbought RSI (60.94) in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-01-26 13:00:00,31718.97,EXIT_SHORT,90,Bullish MACD divergence detected
2021-02-04 16:00:00,36929.36,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.47) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-02-04 20:00:00,37613.31,EXIT_LONG,90,Bearish MACD divergence detected
2021-02-07 07:00:00,39030.0,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (35.20) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-02-08 13:00:00,42897.12,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 82.32)
2021-02-12 14:00:00,46547.5,ENTER_LONG,80,"Price pulled back to 50 SMA in uptrend, Oversold RSI (32.71) in uptrend, Recent swing low confirmed, High volume confirmation (2.11x average) (confirmed on 1h/4h)"
2021-02-12 21:00:00,47860.54,EXIT_LONG,90,Bearish MACD divergence detected
2021-02-15 01:00:00,48011.44,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.59) in uptrend, High volume confirmation (1.58x average) (confirmed on 1h/4h)"
2021-02-16 12:00:00,49650.01,EXIT_LONG,90,Bearish MACD divergence detected
2021-02-19 06:00:00,51734.88,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-02-19 19:00:00,54990.01,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 87.45)
2021-02-22 00:00:00,56235.15,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (36.05) in uptrend, High volume confirmation (1.76x average) (confirmed on 1h/4h)"
2021-02-23 02:00:00,51218.63,EXIT_LONG,100,Trailing stop hit at $51579.49 (9.3% from high of $56860.04)
2021-02-24 17:00:00,50041.8,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-03-01 09:00:00,47350.12,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 82.63)
2021-03-04 14:00:00,49422.53,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.56x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-03-05 08:00:00,46634.35,EXIT_SHORT,90,Bullish MACD divergence detected
2021-03-12 15:00:00,56956.95,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.36x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-03-12 16:00:00,57367.21,EXIT_LONG,90,Bearish MACD divergence detected
2021-03-13 06:00:00,56931.58,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-03-13 18:00:00,60281.95,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 89.96)
2021-03-14 16:00:00,59567.74,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (27.75) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-03-14 21:00:00,60081.54,EXIT_LONG,90,Bearish MACD divergence detected
2021-03-22 10:00:00,57908.82,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.90x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-03-24 22:00:00,52534.03,EXIT_LONG,100,Trailing stop hit at $53144.23 (8.2% from high of $57908.82)
2021-03-28 18:00:00,55192.08,ENTER_SHORT,85,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.41x average), Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-03-29 06:00:00,55401.26,EXIT_SHORT,90,Bullish MACD divergence detected
2021-04-01 17:00:00,58501.63,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-04-04 11:00:00,57275.55,EXIT_SHORT,90,Bullish MACD divergence detected
2021-04-07 05:00:00,58285.99,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-04-09 01:00:00,57978.35,EXIT_LONG,90,Bearish MACD divergence detected
2021-04-10 00:00:00,58109.08,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (25.98) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-04-10 02:00:00,58721.55,EXIT_LONG,90,Bearish MACD divergence detected
2021-04-10 20:00:00,58615.28,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (20.60) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-04-11 00:00:00,60148.5,EXIT_LONG,90,Bearish MACD divergence detected
2021-04-11 15:00:00,59645.46,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (31.25) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-04-11 19:00:00,59705.53,EXIT_LONG,90,Bearish MACD divergence detected
2021-04-12 11:00:00,60241.5,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.34x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-04-12 20:00:00,60049.92,EXIT_LONG,90,Bearish MACD divergence detected
2021-04-14 21:00:00,62773.65,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (36.68) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-04-18 03:00:00,55014.46,EXIT_LONG,100,Trailing stop hit at $55443.98 (12.5% from high of $63369.50)
2021-04-20 10:00:00,55908.52,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-04-23 06:00:00,49051.48,EXIT_LONG,100,Trailing stop hit at $49065.55 (14.0% from high of $57020.76)
2021-04-29 11:00:00,54300.16,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-04-30 15:00:00,57180.06,EXIT_SHORT,100,Trailing stop hit at $56962.39 (8.0% from low of $52742.95)
2021-05-02 03:00:00,56450.19,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, High volume confirmation (2.07x average), Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-05-02 15:00:00,56595.2,EXIT_SHORT,90,Bullish MACD divergence detected
2021-05-09 04:00:00,58157.87,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.77x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-05-10 03:00:00,59356.76,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.34)
2021-05-31 00:00:00,35312.83,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-06-03 05:00:00,38795.88,EXIT_SHORT,100,Trailing stop hit at $38586.21 (12.0% from low of $34447.34)
2021-07-02 17:00:00,33460.86,ENTER_SHORT,65,"Price pulled back to 50 SMA in downtrend, Overbought RSI (61.45) in downtrend, Recent swing high confirmed (confirmed on 1h/4h)"
2021-07-02 19:00:00,33327.71,EXIT_SHORT,90,Bullish MACD divergence detected
2021-07-02 19:00:00,33327.71,ENTER_SHORT,65,"Price pulled back to 50 SMA in downtrend, Overbought RSI (61.30) in downtrend, Recent swing high confirmed (confirmed on 1h/4h)"
2021-07-02 20:00:00,33133.21,EXIT_SHORT,90,Bullish MACD divergence detected
2021-07-05 00:00:00,34841.07,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.79) in uptrend, High volume confirmation (1.92x average) (confirmed on 1h/4h)"
2021-07-10 08:00:00,33762.79,EXIT_LONG,90,Bearish MACD divergence detected
2021-07-11 00:00:00,33719.99,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-07-12 04:00:00,34299.94,EXIT_LONG,90,Bearish MACD divergence detected
2021-07-18 22:00:00,31557.91,ENTER_SHORT,90,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.56x average), MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-07-20 01:00:00,30621.61,EXIT_SHORT,90,Bullish MACD divergence detected
2021-07-23 16:00:00,32176.84,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.76x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-07-25 23:00:00,35381.02,EXIT_SHORT,100,Trailing stop hit at $34700.39 (8.0% from low of $32129.99)
2021-07-27 03:00:00,36823.8,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.08) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-07-27 21:00:00,38338.75,EXIT_LONG,90,Bearish MACD divergence detected
2021-07-29 18:00:00,39527.06,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (39.63) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-07-29 23:00:00,40016.48,EXIT_LONG,90,Bearish MACD divergence detected
2021-08-04 12:00:00,38860.28,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.58x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-08-04 22:00:00,39716.29,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 90.98)
2021-08-14 10:00:00,46308.15,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (19.96) in uptrend, High volume confirmation (3.61x average) (confirmed on 1h/4h)"
2021-08-14 16:00:00,46857.88,EXIT_LONG,90,Bearish MACD divergence detected
2021-08-14 20:00:00,46620.55,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.63) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-08-16 12:00:00,47304.68,EXIT_LONG,90,Bearish MACD divergence detected
2021-08-17 09:00:00,46843.53,ENTER_LONG,90,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.43x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-08-19 19:00:00,46710.0,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 80.45)
2021-08-22 22:00:00,49250.14,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.48x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-08-23 09:00:00,50303.86,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 82.39)
2021-08-29 04:00:00,48141.83,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.70x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-09-02 14:00:00,49529.96,EXIT_LONG,90,Bearish MACD divergence detected
2021-09-03 02:00:00,48970.01,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.49) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-09-03 04:00:00,49707.18,EXIT_LONG,90,Bearish MACD divergence detected
2021-09-05 11:00:00,50198.78,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.46x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-09-05 22:00:00,51821.99,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 85.92)
2021-09-09 12:00:00,46670.7,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (2.60x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-09-12 20:00:00,45091.83,EXIT_LONG,90,Bearish MACD divergence detected
2021-09-12 20:00:00,45091.83,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, High volume confirmation (2.56x average), MACD bearish crossover signaling trend resumption, Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-09-13 14:00:00,43933.32,EXIT_SHORT,90,Bullish MACD divergence detected
2021-09-16 17:00:00,47397.43,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-09-19 20:00:00,47594.67,EXIT_SHORT,90,Bullish MACD divergence detected
2021-09-29 15:00:00,41698.98,ENTER_SHORT,65,"Overbought RSI (61.35) in downtrend, Recent swing high confirmed, High volume confirmation (1.37x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-10-01 07:00:00,44788.42,EXIT_SHORT,100,Trailing stop hit at $44749.86 (8.8% from low of $41128.88)
2021-10-04 13:00:00,48116.29,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, High volume confirmation (1.50x average), MACD bullish crossover signaling trend resumption, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-10-05 07:00:00,49476.51,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-08 03:00:00,53815.22,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.56) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-10-09 23:00:00,54949.72,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-10 00:00:00,54905.27,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.31x average), Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-10-10 15:00:00,55373.01,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-10 18:00:00,55312.65,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (37.81) in uptrend, Price rejection from 20 SMA support (confirmed on 1h/4h)"
2021-10-11 02:00:00,55799.99,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-16 17:00:00,60593.01,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.11) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-16 21:00:00,60670.18,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-16 21:00:00,60670.18,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (34.83) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-17 01:00:00,61077.62,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-17 09:00:00,61222.81,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-17 23:00:00,61528.33,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-17 23:00:00,61528.33,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.30x average), MACD bullish crossover signaling trend resumption, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-18 07:00:00,61885.42,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-18 19:00:00,61434.63,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.99) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-10-18 22:00:00,62075.0,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-21 05:00:00,64825.71,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (18.53) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-10-21 08:00:00,65882.09,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-21 11:00:00,64827.9,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (39.44) in uptrend, High volume confirmation (2.31x average) (confirmed on 1h/4h)"
2021-10-25 09:00:00,62731.79,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 81.04)
2021-10-26 07:00:00,62432.54,ENTER_LONG,75,"Price pulled back to 50 SMA in uptrend, Oversold RSI (33.81) in uptrend, Recent swing low confirmed, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-26 08:00:00,62820.3,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-26 12:00:00,62484.0,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (38.71) in uptrend, High volume confirmation (1.36x average) (confirmed on 1h/4h)"
2021-10-28 20:00:00,61381.93,EXIT_LONG,90,Bearish MACD divergence detected
2021-10-30 14:00:00,61178.18,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.43x average), Volatility expansion after contraction (confirmed on 1h/4h)"
2021-10-31 15:00:00,60460.23,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 15.48)
2021-11-01 05:00:00,60618.0,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-11-03 18:00:00,63149.04,EXIT_SHORT,90,Bullish MACD divergence detected
2021-11-09 18:00:00,66520.37,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (27.00) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-11-09 21:00:00,67721.0,EXIT_LONG,90,Bearish MACD divergence detected
2021-11-13 14:00:00,64725.78,ENTER_LONG,70,"Price pulled back to 50 SMA in uptrend, High volume confirmation (3.11x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-11-15 10:00:00,65921.36,EXIT_LONG,90,RSI reversal from overbought levels (RSI: 82.46)
2021-11-15 14:00:00,64851.0,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (24.84) in uptrend, High volume confirmation (1.45x average) (confirmed on 1h/4h)"
2021-11-17 01:00:00,59317.37,EXIT_LONG,100,Trailing stop hit at $59662.92 (8.0% from high of $64851.00)
2021-11-20 15:00:00,57588.37,ENTER_SHORT,85,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.75x average), Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-11-22 07:00:00,57259.54,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 19.02)
2021-11-24 08:00:00,56849.02,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (1.56x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-11-26 12:00:00,54299.98,EXIT_SHORT,90,RSI reversal from oversold levels (RSI: 11.54)
2021-12-06 00:00:00,48743.61,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-12-06 01:00:00,48804.19,EXIT_SHORT,90,Bullish MACD divergence detected
2021-12-06 11:00:00,48577.78,ENTER_SHORT,75,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, High volume confirmation (2.53x average), Price rejection from 20 SMA resistance (confirmed on 1h/4h)"
2021-12-09 07:00:00,50016.89,EXIT_SHORT,90,Bullish MACD divergence detected
2021-12-19 23:00:00,46681.23,ENTER_SHORT,70,"Price pulled back to 50 SMA in downtrend, Recent swing high confirmed, Price rejection from 20 SMA resistance, Volatility expansion after contraction (confirmed on 1h/4h)"
2021-12-20 14:00:00,46307.49,EXIT_SHORT,90,Bullish MACD divergence detected
2021-12-25 14:00:00,50744.9,ENTER_LONG,65,"Price pulled back to 50 SMA in uptrend, Oversold RSI (36.34) in uptrend, Recent swing low confirmed (confirmed on 1h/4h)"
2021-12-25 18:00:00,50986.34,EXIT_LONG,90,Bearish MACD divergence detected
2021-12-25 18:00:00,50986.34,ENTER_LONG,85,"Price pulled back to 50 SMA in uptrend, Recent swing low confirmed, High volume confirmation (1.34x average), Price rejection from 20 SMA support, Volatility expansion after contraction (confirmed on 1h/4h)"
